file_path,file_type,layer,purpose_in_shadow_os,active_runtime,historical_reference,future_provider_or_n8n,proof_only,route_family,registered,registry_source,has_upstream_pointer,has_downstream_pointer,has_validator_binding,has_schema_or_contract,has_lineage,path_valid,status,gap
n8n/workflows/WF-020.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
n8n/workflows/WF-021.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
n8n/workflows/WF-022.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
n8n/workflows/WF-023.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
n8n/workflows/WF-100.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
n8n/workflows/WF-200.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
n8n/workflows/WF-300.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
n8n/workflows/WF-400.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
n8n/workflows/WF-500.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
n8n/workflows/WF-600.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
n8n/workflows/WF-900.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
n8n/workflows/WF-901.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
n8n/workflows/WF-950-gemini-smoke.json,.json,unknown,unknown,false,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
outputs/README.md,.md,unknown,unknown,false,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
prompts/README.md,.md,unknown,unknown,false,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
proofs/.DS_Store,no_ext,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_1p_c_targeted_patch/MAC_06_1P_C_TARGETED_REGISTRY_GATEWAY_ENFORCEMENT_PATCH_REPORT.md,.md,Proof,Proof,false,true,true,true,,false,,false,false,true,true,true,true,PROOF_ONLY,broken path references: agents/maya/maya_agent.py
proofs/mac_06_1p_c_targeted_patch/registry_pointer_repair_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_1r_live_behavior_failure/MAC_06_1R_LIVE_BEHAVIOR_FAILURE_REPORT.md,.md,Proof,Proof,false,false,true,true,,false,,false,false,true,true,false,true,PROOF_ONLY,
proofs/mac_06_2a_component_depth_audit/MAC_06_2A_COMPONENT_DEPTH_AUDIT_REPORT.md,.md,Proof,Proof,false,false,true,true,,false,,false,false,true,true,false,true,PROOF_ONLY,
proofs/mac_06_2a_component_depth_audit/article_to_shadow_upgrade_map.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2a_component_depth_audit/communication_pointer_gap_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2a_component_depth_audit/component_depth_inventory.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2a_component_depth_audit/final_component_gap_ledger.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2a_component_depth_audit/mac_06_2a_generation_summary.json,.json,Proof,Proof,false,false,false,true,,false,,false,false,true,true,false,true,PROOF_ONLY,
proofs/mac_06_2a_component_depth_audit/media_context_depth_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2b_component_contract_upgrade/MAC_06_2B_COMPONENT_CONTRACT_UPGRADE_PATCH_REPORT.md,.md,Proof,Proof,false,false,false,true,,false,,false,false,true,true,false,true,PROOF_ONLY,
proofs/mac_06_2b_component_contract_upgrade/component_patch_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2b_component_contract_upgrade/mac_06_2b_patch_generation_summary.json,.json,Proof,Proof,false,false,false,true,,false,,false,false,true,true,false,true,PROOF_ONLY,
proofs/mac_06_2b_component_contract_upgrade/registry_depth_patch_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/MAC_06_2C_COMPONENT_PATCH_VERIFICATION_REPORT.md,.md,Proof,Proof,false,false,false,true,,false,,true,true,true,true,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/article_requirement_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/communication_pointer_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/component_depth_quality_audit.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/media_packet_contract_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/registry_depth_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/route_manifest_depth_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2c_patch_verification/validator_hardening_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/MAC_06_2D_COMPONENT_DEPTH_BLOCKER_REMEDIATION_PATCH_REPORT.md,.md,Proof,Proof,false,false,true,true,,false,,false,false,true,true,true,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/article_pipeline_connection_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/component_registry_conflict_repair_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/generic_io_repair_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/pointer_id_repair_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_article_requirement_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_component_depth_quality_audit.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_registry_depth_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/postpatch_validator_hardening_verification.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/prepatch_mac06_2b_diff.patch,.patch,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/prepatch_status.txt,.txt,Proof,Proof,false,false,false,true,,false,,false,false,true,true,true,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/template_only_component_repair_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
proofs/mac_06_2d_component_depth_blocker_remediation/unknown_component_resolution_table.csv,.csv,Proof,Proof,false,false,false,true,,false,,false,false,false,false,false,true,PROOF_ONLY,
registries/.DS_Store,no_ext,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/agent_class_matrix.json,.json,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,broken path references: agents/maya/maya_agent.py
registries/agent_runtime_selection_index.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,true,true,true,true,NON_RUNTIME,broken path references: agents/named_director.md;agents/Deep;agents/control_plane.md;agents/Neural;agents/evolution.md
registries/approval_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/build_blocker_matrix.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,true,false,false,true,NON_RUNTIME,
registries/communication_pointer_registry.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
registries/component_contract_registry.yaml,.yaml,Registry,Registry,true,false,true,false,"quality_gate, full_video_pipeline",false,,false,false,true,true,true,true,NON_RUNTIME,
registries/component_route_profile_registry.yaml,.yaml,Registry,Registry,true,false,true,false,- topic_discovery,false,,true,true,true,true,true,true,NON_RUNTIME,
registries/dashboard_api_contract_pack.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/dashboard_screen_contract_pack.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/decision_packet_register.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,broken path references: schemas/packets.
registries/deployment_phase1_approval_replay_contract.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/deployment_phase1_chain_contract.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
registries/deployment_phase1_error_route_contract.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/deployment_phase1_ingress_endpoints.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/deployment_phase1_live_sync_enforcer.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/deployment_phase1_live_workflow_isolation.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/deployment_phase1_manifest_contract.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/deployment_phase1_production_candidate_signoff.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/deployment_phase1_provider_credential_policy.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/deployment_phase1_release_candidate_lock.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/deployment_phase1_release_promotion_gate.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/deployment_phase1_state_contract.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,broken path references: data/se_packet_index.json;data/se_dossier_index.json;data/se_route_runs.json;data/se_approval_queue.json;data/se_error_events.json
registries/director_binding.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_binding_matrix.json,.json,Registry,Registry,true,false,false,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
registries/director_binding_wf100.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/director_binding_wf200.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/director_binding_wf300.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,true,false,true,true,NON_RUNTIME,
registries/director_binding_wf400.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,true,false,false,true,NON_RUNTIME,
registries/director_binding_wf500.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/director_binding_wf600.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Agastya-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Agni-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Arjuna-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Aruna-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Brahma-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Chanakya-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Chandra-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Chitragupta-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,broken path references: skills/workflows
registries/director_contracts/Durga-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,true,true,false,true,NON_RUNTIME,
registries/director_contracts/Ganesha-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Garuda-Contract.md,.md,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Hanuman-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Indra-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Kama-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Krishna-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Kubera-Contract.md,.md,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Maya-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Narada-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Nataraja-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Parashara-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Ravana-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Saraswati-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Shakti-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Shakuni-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Shiva-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Tumburu-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Valmiki-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Varuna-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Vayu-Contract.md,.md,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Vishnu-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Vishwakarma-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/director_contracts/Vyasa-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Yama-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/director_contracts/Yudhishthira-Contract.md,.md,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/empire_registry.instance.json,.json,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/error_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/governance_rules.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,true,true,false,true,NON_RUNTIME,broken path references: engine/skill_loader/skill_loader.js;engine/dossier/dossier_writer.js;engine/packets/packet_validator.js;engine/approval/approval_router.js;validators/workflow_validator.js
registries/gui_task_routing_matrix.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/knowledge_plane_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/layman_command_alias_matrix.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,true,false,false,true,NON_RUNTIME,
registries/mode_registry.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,true,true,false,true,NON_RUNTIME,
registries/mode_route_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/model_registry.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/n8n_webhook_registry.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/native_capability_routing_matrix.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/not_yet_repo_present_workflow_packs.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/phase1_dossier_namespace_ownership_matrix.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/phase1_workflow_lineage_handoff_matrix.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,true,true,NON_RUNTIME,
registries/portability_hardware_matrix.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/provider_auth_callback_matrix.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,broken path references: docs/03-deployment/secret-rotation-policy.md.
registries/provider_quota_thresholds.yaml,.yaml,Registry,Registry,false,true,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/provider_registry.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/release_blocker_matrix.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,true,false,false,true,NON_RUNTIME,
registries/repo_present_workflow_family.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/route_manifests/avatar_video_context.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_manifests/context_engineering.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_manifests/editing_packaging.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_manifests/full_video_pipeline.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_manifests/script_generation.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_manifests/script_refinement.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_manifests/topic_discovery.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_manifests/voice_context.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,true,false,true,true,true,true,NON_RUNTIME,
registries/route_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/schema_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/skill_loader_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/skill_registry.json,.json,Registry,Registry,true,false,false,false,,false,,false,false,true,false,true,true,NON_RUNTIME,
registries/skill_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,true,true,false,true,NON_RUNTIME,
registries/skill_registry_wf-100.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf-200.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf-300.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf-400.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf-500.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf100.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf200.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf300.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf400.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,true,false,true,true,NON_RUNTIME,
registries/skill_registry_wf500.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/skill_registry_wf600.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
registries/sub_agent_matrix.json,.json,Registry,Registry,true,false,false,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
registries/subskill_runtime_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/task_intent_registry.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/task_intent_routing_matrix.yaml,.yaml,Registry,Registry,true,false,false,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
registries/ui/ui_registry.json,.json,Registry,Registry,true,false,false,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
registries/worker_router_contract.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
registries/workflow_bindings.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,false,false,false,true,NON_RUNTIME,
registries/workflow_registry.yaml,.yaml,Registry,Registry,true,false,true,false,,false,,false,false,true,false,true,true,NON_RUNTIME,
runtime_contracts/ACTIVE_RUNTIME_PRECEDENCE_CONTRACT.md,.md,RuntimeContract,RuntimeContract,false,true,true,false,,false,,false,false,true,true,false,true,NON_RUNTIME,broken path references: handoff/migration/build
runtime_contracts/BOOTSTRAP_SYNC_PROTOCOL.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,true,true,false,true,NON_RUNTIME,
runtime_contracts/CHAT_APPROVAL_GATE_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/CONSOLIDATED_OUTPUT_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
runtime_contracts/CONTENT_ENGINEERING_OUTPUT_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/DIRECTOR_SELECTION_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/DIRECTOR_SKILL_CONSUMPTION_PROTOCOL.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
runtime_contracts/DOSSIER_OUTPUT_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/ENVIRONMENT_TRIGGER_COMPATIBILITY_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/EXECUTABLE_MEDIA_PIPELINE_PLAN_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
runtime_contracts/GUMLOOP_BENCHMARK_OUTPUT_STANDARD.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/LAYMAN_COMMAND_GATEWAY_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,true,true,false,true,NON_RUNTIME,
runtime_contracts/LAYMAN_TASK_TRIGGER_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/LINEAGE_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,false,true,true,true,NON_RUNTIME,
runtime_contracts/MISSION_CONTEXT_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,false,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/NATIVE_AGENT_CAPABILITY_INVENTORY_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/OUTPUT_RETENTION_AND_CLEANUP_POLICY.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
runtime_contracts/PLATFORM_CONTENT_PACKAGE_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,true,true,false,true,NON_RUNTIME,
runtime_contracts/PROVIDER_ADAPTER_EXECUTION_BOUNDARY.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,true,true,true,true,NON_RUNTIME,
runtime_contracts/PROVIDER_HANDOFF_CONTRACT.md,.md,RuntimeContract,RuntimeContract,true,false,true,false,,false,,false,false,false,true,false,true,NON_RUNTIME,
